gender,height,weight,age,color,occupation,race,hair,titan,loveHistoria,eyes,loyalty,humor,fighting,intelligence,willpower,execution,passion,coordination,rationality,isReiner
2,187,77,46,2,2,3,1,2,2,3,5,7,9,3,0,3,4,4,6,0
2,135,111,12,3,3,2,2,2,1,3,3,7,1,10,1,8,9,8,2,0
1,169,79,53,1,3,2,1,2,1,3,10,8,3,5,10,6,10,9,7,0
1,149,82,58,3,3,1,2,1,2,2,6,0,10,5,8,5,2,7,8,0
1,176,96,11,2,2,1,2,1,2,3,7,10,2,1,9,7,3,0,9,0
1,190,59,56,2,3,1,3,1,1,1,7,8,5,1,5,3,6,9,1,0
2,144,112,59,1,2,1,1,2,2,2,5,10,1,7,7,2,0,2,3,0
2,179,96,38,1,1,1,1,1,1,2,5,5,10,3,1,3,6,8,10,0
2,187,77,10,1,3,2,2,1,2,1,10,2,10,4,10,0,6,0,7,0
2,137,121,27,2,3,1,1,1,2,2,1,2,4,9,2,7,10,3,10,0
1,185,54,55,3,2,1,2,1,1,2,4,5,10,2,7,7,9,1,4,0
2,135,66,44,1,2,1,2,1,1,2,7,0,7,1,10,1,4,0,2,0
2,166,84,43,1,2,3,2,1,2,2,0,5,8,6,10,9,0,0,3,0
1,165,125,43,2,1,2,3,1,1,3,8,2,1,1,1,8,7,6,7,0
1,142,80,22,2,3,2,1,1,2,3,2,8,0,7,2,8,0,0,6,0
1,135,76,50,3,2,2,1,1,2,2,7,2,7,10,1,0,9,3,6,0
2,195,73,10,1,2,1,1,2,2,2,8,8,7,5,4,3,9,0,8,0
1,159,59,45,3,1,3,1,1,1,1,3,6,4,8,10,5,7,4,8,0
1,141,115,46,1,3,1,1,1,2,2,4,4,3,4,2,6,10,2,4,0
1,149,54,11,2,3,1,3,2,1,1,3,8,3,9,3,4,6,4,5,0
1,158,54,30,3,2,2,3,2,2,2,3,10,8,3,7,3,10,9,8,0
1,166,70,33,2,2,2,3,1,2,1,7,0,6,0,4,8,4,1,2,0
2,176,53,27,1,3,1,3,2,1,1,1,6,1,8,1,1,9,0,2,0
1,135,120,41,1,1,1,1,1,2,1,5,4,6,0,3,9,0,2,2,0
1,197,123,58,2,2,1,1,1,2,3,2,1,1,1,3,5,4,1,1,0
2,155,83,55,2,1,3,3,1,1,1,4,3,9,7,6,2,2,2,1,0
2,137,72,29,2,1,1,3,1,1,3,0,3,7,8,8,4,1,2,10,0
2,161,80,13,2,2,2,2,1,1,1,1,3,7,0,5,5,9,6,7,0
2,144,45,24,1,2,3,2,1,2,1,10,10,5,2,2,3,6,5,0,0
1,142,76,45,3,2,2,1,2,2,3,7,8,3,8,3,6,3,8,6,0
2,189,56,10,3,2,3,2,2,1,1,0,3,5,4,3,4,4,2,5,0
1,161,80,17,1,3,1,2,1,2,1,1,9,0,8,9,8,5,9,10,0
2,179,97,17,3,2,3,1,1,1,1,8,3,3,3,9,9,0,5,7,0
1,177,89,48,3,1,2,3,2,1,3,4,1,8,10,5,8,0,7,9,0
2,178,50,26,1,3,2,2,1,2,1,2,4,0,1,10,6,0,8,3,0
1,188,43,46,1,2,3,3,1,2,2,8,9,9,2,9,2,6,3,6,0
1,157,58,44,1,3,2,1,2,1,1,2,7,10,3,0,9,5,10,5,0
2,185,109,52,3,2,2,3,2,1,3,6,10,6,3,5,5,9,2,8,0
2,160,113,15,3,3,3,2,2,2,3,9,6,1,8,5,6,8,2,10,0
2,193,125,12,2,2,1,1,1,2,3,4,9,0,2,2,3,0,2,9,0
2,153,70,18,1,1,2,2,2,2,3,1,3,2,4,5,1,8,10,4,0
1,189,84,11,2,3,1,2,2,2,2,5,6,6,4,4,8,4,9,4,0
2,152,53,33,1,1,1,1,2,2,3,8,1,5,2,5,3,0,0,10,0
1,194,40,13,1,3,2,3,1,2,2,2,8,6,1,4,6,5,5,3,0
2,174,79,58,1,3,1,1,2,1,1,9,3,1,9,2,5,9,8,8,0
1,161,82,56,1,2,1,2,2,2,2,5,7,10,7,1,8,3,9,3,0
1,198,55,14,2,2,3,3,2,1,2,3,7,3,9,2,1,6,2,4,0
2,160,78,34,1,2,2,2,2,1,3,2,0,2,5,7,7,7,4,4,0
2,182,65,12,2,3,3,1,2,1,1,0,1,1,7,0,6,7,2,8,0
1,138,54,23,1,1,2,1,1,2,2,8,7,10,7,5,7,7,4,7,0
1,162,105,34,3,2,1,3,2,1,3,2,8,9,6,0,10,7,5,4,0
1,140,122,19,3,1,2,1,2,2,1,6,8,0,9,8,2,2,0,10,0
2,180,83,15,3,1,2,3,1,2,2,3,2,1,3,8,4,5,4,10,0
2,161,64,15,1,3,1,3,1,1,2,10,0,10,1,4,0,4,4,2,0
2,154,120,59,1,2,1,1,2,1,2,3,7,1,4,7,5,9,1,5,0
1,192,71,13,1,2,1,2,2,1,3,6,4,8,6,10,1,1,0,2,0
2,166,109,42,1,3,3,1,2,1,2,3,4,3,9,7,10,3,1,3,0
1,198,58,35,1,3,1,1,2,2,1,1,4,3,6,6,6,9,1,5,0
1,186,115,45,3,2,2,2,1,1,3,0,7,9,9,7,5,10,7,0,0
1,173,114,58,2,2,2,3,1,1,3,6,8,2,5,1,0,2,0,0,0
1,162,104,25,1,3,1,2,2,1,1,1,9,1,8,3,9,6,10,9,0
1,152,56,38,2,2,3,1,1,1,3,8,5,10,3,4,1,2,6,5,0
2,164,46,11,2,1,1,2,2,2,1,9,6,4,6,3,6,1,2,2,0
1,144,99,43,3,2,1,3,1,1,1,5,8,0,2,9,0,1,10,4,0
2,136,98,32,3,2,3,1,1,1,3,8,9,5,10,4,5,9,6,7,0
1,187,63,26,2,3,2,2,2,2,3,7,7,9,7,7,3,7,2,6,0
1,178,41,36,2,2,2,1,2,2,1,2,4,9,3,9,10,4,7,6,0
2,147,108,24,1,3,2,1,2,1,1,2,8,4,8,7,9,5,8,3,0
1,153,53,35,2,1,1,2,2,2,2,6,9,5,5,5,9,6,9,7,0
2,193,100,27,1,3,3,1,2,2,2,10,3,4,1,2,9,6,9,3,0
1,178,127,56,1,2,1,2,2,1,1,8,3,2,8,2,0,3,7,10,0
1,140,99,17,2,2,2,1,2,1,2,6,6,4,5,9,2,8,0,0,0
1,160,84,41,2,2,1,2,2,2,1,2,0,9,6,3,8,8,1,4,0
2,187,79,11,3,1,1,1,1,2,3,0,1,1,0,1,5,9,5,5,0
1,140,118,46,3,1,3,1,2,1,1,4,10,5,10,5,2,1,1,4,0
2,164,90,13,1,2,3,2,2,1,2,10,4,5,10,10,2,0,3,2,0
1,150,67,20,3,1,2,2,2,1,1,0,0,9,8,5,6,6,4,0,0
2,139,60,44,1,2,1,1,2,1,1,3,7,10,0,2,0,0,2,6,0
2,137,78,13,2,3,1,3,1,2,3,2,7,3,8,8,0,10,4,6,0
1,187,79,58,3,3,1,3,1,1,3,3,10,4,5,4,7,0,9,4,0
1,141,42,10,2,3,2,3,1,1,3,3,3,8,9,2,8,9,7,5,0
1,135,119,17,1,1,1,3,1,1,2,7,8,5,7,5,0,1,10,0,0
1,166,102,10,2,1,3,2,2,2,3,0,10,5,3,9,9,4,6,1,0
1,137,42,49,1,3,3,2,1,1,1,6,10,0,8,8,6,3,3,0,0
2,190,70,33,1,1,1,2,2,1,3,0,1,2,8,1,3,4,2,9,0
1,157,73,51,1,2,1,2,2,1,1,7,9,5,4,1,0,5,7,4,0
1,192,128,22,1,3,2,2,1,1,3,8,7,9,4,6,3,0,10,10,0
2,145,86,31,2,1,3,2,1,2,1,9,10,9,5,3,4,10,9,6,0
2,191,117,34,1,1,3,2,1,1,2,10,1,10,0,7,8,5,2,0,0
1,144,112,53,1,3,3,2,1,1,2,6,9,7,5,1,0,8,9,1,0
2,168,64,50,3,2,1,2,1,1,2,4,4,4,4,7,0,8,0,8,0
2,197,70,35,3,3,1,3,2,2,1,5,5,10,7,7,1,9,3,7,0
2,149,110,13,2,3,2,2,2,2,2,6,7,1,0,2,5,1,9,1,0
1,163,70,30,3,3,2,2,2,2,2,8,9,0,9,2,7,0,5,1,0
2,184,98,41,1,3,2,2,1,2,2,9,2,6,7,10,3,3,8,9,0
2,135,42,35,1,2,3,3,2,2,2,3,9,0,4,6,8,1,6,1,0
1,143,111,15,3,2,1,3,1,1,1,6,10,9,4,9,2,9,4,3,0
1,172,97,31,3,1,2,3,2,2,3,1,2,9,5,5,5,9,5,7,0
2,175,128,59,2,1,3,2,1,2,2,9,4,2,3,2,9,3,10,7,0
2,174,47,26,1,2,3,3,2,2,3,1,0,3,2,8,7,4,5,0,0
2,164,61,15,2,1,3,1,1,1,1,6,4,7,10,9,0,1,8,3,0
1,161,129,46,1,1,1,2,2,2,3,4,7,10,7,9,1,0,10,6,0
2,190,71,28,3,3,1,3,1,2,1,6,1,6,10,10,8,7,3,1,0
2,193,78,58,2,1,2,2,1,1,2,9,7,10,4,9,3,4,5,10,0
2,198,99,28,1,1,2,3,1,2,3,5,8,2,0,0,10,10,8,5,0
1,169,110,17,1,2,1,2,2,1,3,9,4,9,9,4,4,1,2,2,0
1,163,119,37,3,1,3,1,2,2,1,6,8,10,10,4,3,2,2,0,0
1,160,57,40,1,2,3,2,2,1,3,3,3,8,9,8,4,0,5,1,0
2,179,102,35,2,2,2,3,2,1,2,1,8,4,9,7,10,8,3,9,0
1,157,54,40,3,2,2,1,2,2,2,10,8,7,2,3,10,8,9,9,0
2,137,124,35,2,2,1,1,2,1,2,0,6,10,5,0,7,8,6,4,0
1,181,50,15,2,2,1,3,1,2,1,10,8,7,4,10,0,1,4,4,0
1,170,108,18,2,3,2,2,2,1,1,8,1,3,4,1,9,10,9,9,0
1,144,104,59,3,3,1,1,2,2,1,10,3,3,10,4,10,8,2,5,0
2,157,99,25,2,2,1,2,1,1,3,10,1,9,1,8,3,9,0,2,0
2,190,79,45,2,2,1,2,1,1,1,2,5,7,4,10,3,0,5,7,0
1,185,54,44,2,2,2,2,2,1,3,6,3,8,6,7,9,3,3,0,0
1,166,101,51,1,3,2,2,1,1,1,7,4,6,0,1,3,10,2,7,0
1,137,127,26,2,1,1,1,1,1,1,8,8,8,0,7,0,6,2,3,0
1,140,123,18,3,3,1,1,1,1,3,6,4,1,10,9,3,2,1,1,0
1,169,61,27,3,1,1,3,2,2,1,6,5,4,2,5,6,8,2,1,0
1,135,43,11,1,3,2,3,1,2,3,0,1,3,8,5,7,3,3,4,0
1,196,46,53,2,2,1,3,2,1,1,9,8,7,7,6,5,4,8,7,0
2,175,93,39,2,1,2,3,2,1,1,4,8,1,3,4,8,7,4,6,0
1,140,64,47,2,1,2,2,2,2,3,0,1,9,7,6,6,8,7,6,0
2,185,101,46,1,1,2,2,2,2,2,1,6,0,7,6,5,2,5,3,0
1,187,119,35,2,1,3,2,2,1,3,0,3,2,7,9,3,1,7,2,0
1,141,97,20,1,2,3,1,1,2,2,1,0,10,7,7,6,2,8,10,0
2,152,91,28,1,1,3,1,1,1,2,10,7,0,7,1,7,3,0,4,0
2,167,78,16,1,1,1,2,1,1,2,1,9,9,0,7,9,0,7,4,0
1,173,80,55,1,3,3,2,2,1,1,2,4,6,5,4,5,10,1,8,0
2,146,52,15,2,1,2,1,1,2,2,0,4,2,8,4,4,4,5,3,0
2,164,114,42,2,1,2,3,1,1,2,9,10,5,5,4,7,8,9,0,0
1,150,59,41,1,3,1,1,2,2,3,9,7,5,0,3,8,0,6,7,0
2,178,55,15,3,3,3,2,1,1,2,0,4,3,0,6,0,5,6,1,0
2,166,59,16,1,2,1,1,2,1,3,5,7,1,9,4,6,7,0,7,0
2,155,70,31,2,1,3,2,1,1,3,8,10,6,7,7,6,3,7,5,0
2,139,63,41,3,1,2,2,2,2,1,1,6,9,10,7,6,4,8,10,0
1,189,93,32,2,1,2,3,2,2,1,8,10,5,8,8,6,2,1,4,0
2,138,93,12,1,2,3,1,2,2,3,9,8,4,3,0,1,5,0,9,0
2,159,49,23,3,2,2,2,2,2,1,1,7,3,2,0,2,2,3,4,0
2,174,77,56,1,1,1,2,2,2,3,6,9,10,0,7,4,7,5,3,0
1,144,106,29,3,1,2,2,2,2,2,9,2,8,6,5,10,2,0,7,0
1,159,71,39,2,1,1,2,1,2,2,7,8,3,1,2,9,7,6,10,0
1,138,88,20,3,2,2,2,2,2,3,1,7,8,2,1,5,0,5,5,0
2,152,107,56,3,1,1,3,2,2,3,7,2,2,4,0,6,3,7,0,0
2,142,58,21,2,2,2,2,2,2,1,0,0,2,4,10,3,0,1,10,0
2,186,94,26,2,2,2,1,2,1,1,1,4,7,10,3,6,0,10,6,0
1,175,43,57,3,1,3,1,2,1,1,5,0,6,3,8,8,3,4,9,0
2,171,104,21,1,2,3,2,2,1,3,3,4,3,8,2,10,8,2,5,0
1,184,123,38,2,1,2,1,2,2,3,8,0,9,10,7,1,10,8,8,0
1,183,88,33,2,1,3,1,2,2,1,7,1,1,7,0,1,6,1,1,0
2,135,77,41,1,1,1,2,2,1,1,5,10,1,4,6,3,8,6,3,0
2,163,102,52,1,1,1,1,2,1,3,6,9,6,8,9,5,6,6,10,0
2,179,48,37,3,2,1,2,2,1,1,2,5,9,2,2,5,5,3,0,0
2,153,57,13,1,3,1,2,1,1,1,5,5,1,1,0,0,1,9,0,0
2,195,75,36,2,1,1,2,1,2,1,5,2,3,5,7,8,4,8,6,0
2,157,118,14,1,2,1,2,2,2,1,9,1,4,2,1,4,5,8,2,0
2,181,41,11,3,1,3,1,2,1,3,7,5,0,10,3,5,3,9,5,0
1,192,94,12,3,3,2,1,1,2,3,8,8,4,6,2,5,0,0,6,0
1,146,104,46,1,1,2,3,2,2,3,1,3,7,0,0,0,1,9,1,0
2,162,48,35,1,1,3,2,2,1,1,3,10,5,4,5,4,10,4,10,0
1,151,77,26,2,3,2,2,1,1,2,0,3,9,3,4,3,8,2,0,0
2,187,86,28,3,2,3,3,2,1,2,3,0,0,7,0,1,4,0,1,0
1,181,122,37,2,1,1,3,1,1,2,4,4,3,5,2,5,1,10,10,0
2,177,53,11,3,3,1,3,1,1,1,5,8,5,0,5,8,3,0,4,0
2,175,51,21,3,3,1,2,2,1,1,5,7,4,2,10,8,2,4,10,0
2,168,75,19,1,1,2,3,2,1,2,6,4,4,3,9,3,4,5,5,0
1,149,74,49,1,2,1,3,2,2,2,4,5,5,10,0,1,6,9,1,0
2,149,50,54,2,3,2,3,1,2,3,9,7,10,7,6,0,4,4,4,0
1,199,45,23,1,3,1,3,1,2,2,2,3,5,3,9,8,9,3,5,0
1,185,71,48,3,2,3,1,1,1,1,2,0,10,2,8,3,9,4,7,0
1,135,94,25,2,1,3,1,1,1,1,5,9,6,4,4,9,4,6,6,0
1,172,41,15,3,1,1,1,2,1,2,7,9,5,7,3,3,7,6,8,0
1,147,101,32,1,2,1,3,2,1,3,7,0,9,5,5,9,5,2,1,0
1,191,63,14,2,3,3,1,2,2,1,2,3,10,8,9,7,7,10,4,0
2,173,59,29,3,1,1,1,2,2,3,2,2,3,3,1,1,9,8,6,0
1,199,110,39,1,1,1,2,2,2,1,6,5,10,4,5,9,1,1,8,0
2,165,78,52,1,2,1,1,1,1,3,3,10,6,4,7,5,7,3,9,0
2,135,97,19,2,2,1,1,2,1,2,10,1,4,10,8,5,6,0,5,0
2,152,127,16,2,2,2,3,1,2,2,5,4,7,10,3,4,10,7,1,0
1,151,76,59,1,2,1,3,2,1,3,4,3,10,6,1,4,5,1,7,0
1,179,104,36,2,3,2,2,1,1,3,1,6,7,10,7,4,1,4,5,0
1,162,94,11,2,2,2,2,1,2,3,4,5,4,5,9,9,3,3,2,0
1,183,63,15,3,3,2,3,1,1,3,9,1,9,1,2,10,1,0,5,0
1,152,56,34,3,2,1,3,2,2,1,7,7,0,5,8,4,5,9,8,0
1,139,58,48,2,2,1,3,2,2,3,8,7,6,3,3,7,4,6,2,0
2,139,103,15,3,1,2,1,1,1,3,4,6,9,8,6,7,0,0,9,0
1,169,51,48,2,3,1,3,2,2,1,1,8,2,0,4,7,8,7,7,0
1,149,74,15,3,2,2,1,2,1,1,4,1,2,7,10,5,5,5,2,0
2,138,103,58,1,3,2,2,1,1,1,8,2,9,8,5,7,6,1,9,0
2,182,116,36,3,2,1,2,2,1,3,6,1,0,0,8,2,2,6,2,0
1,138,129,50,2,3,1,3,2,1,2,9,2,1,5,7,0,2,6,3,0
2,174,113,27,2,1,1,1,2,1,3,10,2,6,1,9,10,6,3,3,0
1,146,89,17,3,1,1,2,1,2,3,5,0,1,4,7,0,3,5,10,0
2,196,109,53,2,3,1,3,2,2,1,4,8,6,3,2,3,4,8,6,0
1,195,119,26,1,3,2,1,2,1,2,0,4,1,10,10,10,6,4,10,0
2,142,61,41,2,2,2,1,1,2,1,3,4,1,7,0,10,2,3,7,0
2,188,65,21,2,1,1,2,2,2,1,7,3,9,5,3,8,6,9,4,0
2,140,93,18,2,1,1,3,2,1,1,8,4,4,8,7,5,4,8,2,0
1,147,53,14,1,1,1,2,2,1,3,6,0,0,10,8,3,8,10,3,0
1,182,116,16,1,1,1,3,2,2,2,4,4,7,2,7,8,8,5,2,0
2,167,51,27,2,2,1,3,2,2,3,8,10,0,1,8,1,3,8,6,0
1,185,128,56,1,3,2,3,1,1,1,8,9,6,10,9,7,3,0,1,0
2,137,99,57,2,3,3,3,2,2,2,9,10,10,1,1,0,3,6,8,0
1,197,56,29,1,2,1,3,2,2,3,8,8,2,7,5,9,7,8,5,0
1,170,88,48,2,2,1,1,2,2,3,0,9,4,9,7,3,6,0,2,0
1,157,57,18,1,2,3,1,1,1,2,6,10,4,5,5,2,7,8,3,0
1,171,69,21,1,1,3,3,2,1,3,0,9,3,3,2,7,5,0,0,0
1,165,114,15,3,2,2,2,2,2,3,6,1,10,7,1,2,9,9,6,0
1,176,85,20,2,3,1,1,1,1,2,3,4,3,0,5,8,9,1,10,0
1,192,111,44,3,1,2,1,1,2,2,9,7,5,0,9,6,5,2,6,0
1,178,81,14,3,1,1,3,1,1,1,4,8,8,10,5,6,10,5,1,0
2,186,72,46,3,2,1,2,1,1,1,5,10,9,2,10,5,0,2,10,0
2,142,82,11,1,2,3,2,2,2,2,6,5,3,9,2,8,2,6,1,0
1,154,80,59,3,3,2,3,2,2,3,6,9,7,5,7,6,9,10,7,0
2,183,51,40,3,2,3,1,2,1,1,4,4,3,9,0,9,7,9,4,0
2,148,42,55,3,3,3,1,2,1,1,1,1,5,5,2,1,6,7,4,0
1,191,123,52,3,3,2,1,2,2,3,8,8,6,4,8,0,8,1,10,0
2,151,112,37,2,2,1,2,1,2,1,3,7,3,1,6,7,0,0,0,0
2,169,116,36,2,1,3,1,2,1,2,7,7,9,4,9,3,10,0,10,0
2,168,81,27,2,1,1,3,1,1,2,3,9,6,0,6,9,10,0,6,0
2,173,123,57,3,2,1,1,2,2,3,9,9,2,0,8,9,6,4,0,0
1,199,113,29,2,2,3,3,1,2,3,2,2,5,5,2,9,6,5,4,0
1,174,79,49,3,2,2,2,2,2,1,3,4,5,1,10,5,5,4,3,0
1,195,127,32,3,3,2,3,1,2,1,9,8,8,2,6,9,8,2,5,0
1,158,126,47,2,2,2,2,1,1,1,9,0,9,3,4,0,7,5,9,0
2,193,112,20,2,1,2,1,1,2,3,6,9,5,2,6,9,6,0,3,0
2,166,80,21,3,3,1,3,1,1,1,8,2,6,4,8,5,7,6,1,0
1,152,107,51,1,1,2,2,1,2,2,0,3,3,4,1,5,7,0,9,0
1,141,129,31,2,3,1,3,2,1,3,2,8,5,5,8,9,7,10,5,0
2,137,126,17,3,3,2,2,2,2,1,2,9,4,9,8,5,0,0,1,0
2,167,102,55,1,1,1,1,2,1,3,1,2,10,4,0,6,4,8,0,0
1,178,57,12,1,1,2,3,1,1,1,4,6,3,4,8,8,6,9,8,0
1,151,77,34,2,2,3,3,1,2,1,3,1,9,1,2,10,0,6,0,0
2,190,111,54,1,2,3,3,1,2,2,8,4,1,5,2,7,9,8,7,0
2,189,48,29,1,1,3,2,2,2,2,0,6,0,1,5,8,0,5,5,0
2,149,61,33,1,3,1,3,2,2,1,0,10,10,6,6,2,9,1,8,0
2,154,64,54,1,1,2,3,1,2,1,1,8,3,3,2,9,8,9,5,0
1,150,54,51,2,2,2,1,2,1,1,5,1,6,1,10,4,7,0,2,0
2,189,64,59,1,3,3,1,1,1,2,0,2,6,9,9,3,7,8,2,0
1,143,56,11,3,2,3,3,1,2,1,8,6,2,7,9,8,2,3,2,0
1,163,115,28,2,1,3,2,2,1,1,6,2,9,5,9,8,2,6,5,0
2,175,85,29,1,3,1,1,2,2,2,10,0,9,4,4,2,1,6,2,0
2,183,125,38,3,1,1,1,2,2,3,0,2,8,7,10,9,5,10,1,0
2,167,47,36,1,2,3,3,1,1,2,10,3,4,3,8,4,10,7,6,0
1,189,69,35,2,1,3,3,1,1,2,7,0,2,7,5,1,6,7,3,0
2,186,94,34,2,2,2,3,2,2,3,6,3,3,3,2,3,0,0,5,0
2,151,119,15,1,2,3,3,1,1,2,6,2,5,0,9,6,1,7,0,0
2,173,75,50,2,2,2,1,2,2,3,7,1,2,4,2,0,2,5,6,0
2,169,74,31,1,2,1,1,2,1,1,1,2,4,3,3,6,3,2,1,0
2,155,71,23,3,3,3,1,2,1,3,10,8,8,1,8,5,8,4,5,0
1,196,47,18,2,3,2,1,1,2,2,10,3,4,3,2,5,4,3,3,0
2,136,81,50,3,2,2,2,1,1,1,0,10,6,5,10,4,10,4,3,0
2,182,114,53,2,3,3,2,1,1,1,3,4,7,8,6,5,8,1,10,0
1,153,70,50,1,3,2,1,2,1,2,7,1,5,3,0,0,4,5,0,0
2,160,124,17,2,2,2,3,2,2,3,6,6,1,6,6,3,1,1,7,0
2,143,52,51,2,1,3,1,2,1,1,10,3,10,0,7,8,0,6,10,0
1,163,116,46,1,1,2,3,1,2,3,0,4,5,4,2,8,5,3,3,0
1,173,50,25,2,2,2,1,2,1,3,8,1,3,2,0,8,3,1,7,0
1,154,127,54,3,2,1,2,1,2,1,5,7,7,1,8,6,3,9,5,0
1,136,69,13,2,1,2,1,1,1,2,10,6,9,1,3,2,9,3,2,0
2,166,65,28,1,2,1,1,1,1,2,6,5,3,9,10,5,5,3,10,0
2,149,100,12,1,3,2,1,2,1,1,5,5,10,0,1,7,2,3,2,0
1,145,60,27,3,3,3,3,2,2,2,7,0,9,1,4,5,7,7,7,0
1,197,103,53,2,3,2,1,1,2,1,3,0,4,3,8,7,1,8,4,0
1,152,98,33,3,2,3,1,2,1,1,4,1,1,9,7,1,1,2,10,0
1,160,126,41,2,3,3,1,2,1,3,5,5,2,10,3,0,3,7,2,0
1,166,98,13,2,1,1,1,1,2,3,4,7,3,8,6,10,5,3,3,0
1,157,99,34,3,2,2,3,2,2,1,5,1,7,2,2,9,4,7,10,0
1,171,110,56,2,3,1,3,2,2,1,2,3,8,6,5,6,1,10,1,0
1,163,92,33,3,1,3,3,1,1,1,3,0,0,8,9,10,2,8,0,0
2,185,65,53,2,1,1,1,1,1,3,10,5,10,1,5,0,0,4,0,0
1,173,126,34,3,2,1,1,2,1,3,9,4,3,8,8,8,4,1,0,0
1,175,116,51,3,2,1,3,1,2,1,0,2,7,2,2,8,3,1,9,0
2,143,78,10,1,1,1,1,2,1,1,4,4,2,8,4,9,4,5,8,0
2,187,45,40,1,3,3,2,1,1,3,6,7,1,6,9,7,7,0,7,0
1,148,48,11,3,1,2,2,2,1,1,10,5,7,2,3,6,0,2,1,0
1,148,87,37,1,2,2,3,2,1,3,2,0,3,7,2,5,0,4,6,0
1,148,51,22,2,1,1,1,1,2,2,6,5,10,10,2,7,5,0,9,0
2,165,106,41,2,2,3,3,1,1,2,6,6,1,4,6,0,7,8,3,0
1,156,95,29,1,2,3,1,2,2,1,1,9,5,9,8,3,4,7,7,0
1,193,128,41,3,3,2,1,2,1,2,7,7,2,7,5,4,4,0,4,0
1,160,64,11,2,2,1,1,1,1,3,5,0,8,1,0,6,10,9,2,0
1,169,126,37,3,3,3,2,1,2,2,9,4,6,0,4,5,6,7,1,0
1,150,56,13,3,1,1,1,2,2,1,9,3,3,2,10,0,2,1,8,0
2,196,42,57,2,1,2,2,1,1,1,1,8,3,5,3,1,5,1,5,0
1,139,57,27,2,1,2,1,2,2,2,2,1,2,5,2,4,3,10,3,0
2,166,63,51,2,3,2,2,1,1,2,8,10,5,10,8,8,5,0,6,0
2,168,75,40,1,2,2,2,2,2,1,8,4,2,9,10,9,5,1,5,0
1,158,122,12,2,3,2,3,1,2,3,6,3,1,0,3,4,7,7,3,0
1,171,74,30,3,3,1,2,1,1,3,5,3,1,0,2,9,4,6,4,0
1,147,108,46,2,1,2,2,2,2,2,3,1,2,6,8,7,6,10,4,0
2,161,69,36,1,2,3,2,2,2,1,5,2,9,2,7,6,1,9,10,0
1,145,97,56,2,3,3,2,1,2,3,3,8,8,10,2,5,10,1,6,0
2,183,56,34,1,3,3,1,1,1,3,3,2,3,3,4,7,9,5,2,0
1,164,96,13,1,3,3,2,1,2,2,7,1,6,10,3,7,1,9,6,0
1,137,89,43,1,2,3,1,2,2,2,4,6,8,5,1,5,3,8,1,0
1,151,118,23,3,3,3,3,2,2,3,4,4,10,9,8,1,3,1,1,0
2,149,46,56,2,3,1,3,2,2,3,1,2,10,7,8,6,7,5,6,0
2,180,103,34,2,2,1,3,1,2,3,0,1,5,7,8,4,5,10,3,0
1,149,113,12,2,3,1,2,1,1,2,8,8,2,6,1,7,10,5,1,0
2,152,101,54,2,2,2,3,1,2,1,9,3,9,3,7,10,3,2,1,0
2,181,92,13,3,1,1,2,1,2,3,0,2,9,3,6,10,8,1,8,0
2,193,109,26,2,2,1,3,1,2,1,2,6,3,9,5,7,3,8,6,0
2,143,98,37,3,3,2,2,1,2,3,10,0,9,5,0,3,3,6,3,0
1,175,46,12,1,3,3,2,2,2,3,3,3,4,10,7,4,0,3,9,0
1,163,117,40,3,1,1,1,1,2,2,1,0,7,0,3,2,2,7,0,0
2,151,94,46,1,1,3,1,2,2,3,10,5,7,5,7,5,5,9,1,0
2,178,76,37,3,1,1,2,1,1,1,2,5,2,1,6,9,0,9,10,0
2,184,112,58,3,3,1,3,1,2,3,4,4,6,3,4,3,3,4,1,0
1,141,114,25,2,3,1,2,1,2,1,4,5,9,10,2,3,6,4,8,0
1,171,58,26,2,3,1,2,2,2,2,10,8,0,10,0,9,10,4,4,0
2,154,112,43,1,2,2,3,2,2,3,5,5,0,2,3,0,9,0,1,0
1,143,69,28,3,3,3,2,2,2,3,5,3,6,2,8,2,7,0,5,0
2,156,52,59,1,3,1,2,2,1,1,7,10,7,5,3,3,1,10,9,0
1,199,59,53,2,1,1,2,1,2,1,10,2,2,3,7,8,3,5,4,0
1,184,40,22,2,3,3,3,1,1,3,4,6,3,10,5,6,9,5,6,0
1,141,45,57,3,3,2,2,2,1,1,2,8,6,10,6,7,8,0,3,0
1,199,54,53,3,1,3,2,2,1,2,5,8,0,2,5,4,1,10,7,0
1,187,77,38,1,3,3,3,1,1,3,9,1,5,2,9,8,5,5,7,0
2,138,86,30,2,1,2,2,1,1,3,3,0,0,5,8,10,8,10,0,0
1,143,115,12,3,2,1,1,1,2,3,4,0,1,10,9,0,4,4,8,0
2,138,70,26,3,1,3,2,1,2,2,5,6,5,8,1,6,1,8,0,0
1,152,94,28,1,1,1,3,1,1,1,0,8,0,0,2,4,4,0,1,0
2,166,94,40,1,3,1,3,1,2,2,1,8,10,8,2,2,1,0,0,0
2,185,83,29,2,1,1,2,1,1,1,4,3,9,5,3,0,3,10,1,0
1,165,124,15,1,1,1,2,2,2,1,3,8,8,4,8,1,3,7,4,0
1,140,96,52,1,2,1,2,1,1,2,6,9,4,6,4,8,0,0,4,0
1,199,59,33,3,1,3,2,1,1,1,4,5,2,0,6,10,4,1,5,1
2,166,103,49,2,3,3,2,2,1,2,6,1,6,4,10,0,0,0,7,0
